time,channel,query_id,rank,url,url_slug,status,md_path,html_path,json_path,attempt,elapsed_s,prompt,search_url
2025-12-17 18:59:46,SEO,List_10_personalized_photo_mugs_for_gifts_from_Ets,1,https://www.etsy.com/listing/1801933420/personalized-mug-mugs-with-removeable,https___www_etsy_com_listing_1801933420_personalized-mug-mugs-with-removeable,success,outputs_etsy_final_2/List_10_personalized_photo_mugs_for_gifts_from_Ets/https___www_etsy_com_listing_1801933420_personalized-mug-mugs-with-removeable.md,outputs_etsy_final_2/List_10_personalized_photo_mugs_for_gifts_from_Ets/https___www_etsy_com_listing_1801933420_personalized-mug-mugs-with-removeable.html,outputs_etsy_final_2/List_10_personalized_photo_mugs_for_gifts_from_Ets/https___www_etsy_com_listing_1801933420_personalized-mug-mugs-with-removeable_full.json,1,14.96,List 10 personalized photo mugs for gifts from Etsy,https://www.etsy.com/search?q=List+10+personalized+photo+mugs+for+gifts+from+Etsy&explicit=1&location_query=US&ship_to=US
2025-12-17 18:59:59,SEO,List_10_personalized_photo_mugs_for_gifts_from_Ets,2,https://www.etsy.com/listing/4421931119/custom-watercolor-portrait-mug,https___www_etsy_com_listing_4421931119_custom-watercolor-portrait-mug,success,outputs_etsy_final_2/List_10_personalized_photo_mugs_for_gifts_from_Ets/https___www_etsy_com_listing_4421931119_custom-watercolor-portrait-mug.md,outputs_etsy_final_2/List_10_personalized_photo_mugs_for_gifts_from_Ets/https___www_etsy_com_listing_4421931119_custom-watercolor-portrait-mug.html,outputs_etsy_final_2/List_10_personalized_photo_mugs_for_gifts_from_Ets/https___www_etsy_com_listing_4421931119_custom-watercolor-portrait-mug_full.json,1,12.12,List 10 personalized photo mugs for gifts from Etsy,https://www.etsy.com/search?q=List+10+personalized+photo+mugs+for+gifts+from+Etsy&explicit=1&location_query=US&ship_to=US
2025-12-17 19:00:27,SEO,List_10_personalized_photo_mugs_for_gifts_from_Ets,3,https://www.etsy.com/listing/1613266861/personalized-photo-mug-custom-photo,https___www_etsy_com_listing_1613266861_personalized-photo-mug-custom-photo,success,outputs_etsy_final_2/List_10_personalized_photo_mugs_for_gifts_from_Ets/https___www_etsy_com_listing_1613266861_personalized-photo-mug-custom-photo.md,outputs_etsy_final_2/List_10_personalized_photo_mugs_for_gifts_from_Ets/https___www_etsy_com_listing_1613266861_personalized-photo-mug-custom-photo.html,outputs_etsy_final_2/List_10_personalized_photo_mugs_for_gifts_from_Ets/https___www_etsy_com_listing_1613266861_personalized-photo-mug-custom-photo_full.json,1,26.85,List 10 personalized photo mugs for gifts from Etsy,https://www.etsy.com/search?q=List+10+personalized+photo+mugs+for+gifts+from+Etsy&explicit=1&location_query=US&ship_to=US
2025-12-17 19:00:47,SEO,List_10_personalized_photo_mugs_for_gifts_from_Ets,4,https://www.etsy.com/listing/4384679177/custom-photo-collage-mug-your-photo-your,https___www_etsy_com_listing_4384679177_custom-photo-collage-mug-your-photo-your,success,outputs_etsy_final_2/List_10_personalized_photo_mugs_for_gifts_from_Ets/https___www_etsy_com_listing_4384679177_custom-photo-collage-mug-your-photo-your.md,outputs_etsy_final_2/List_10_personalized_photo_mugs_for_gifts_from_Ets/https___www_etsy_com_listing_4384679177_custom-photo-collage-mug-your-photo-your.html,outputs_etsy_final_2/List_10_personalized_photo_mugs_for_gifts_from_Ets/https___www_etsy_com_listing_4384679177_custom-photo-collage-mug-your-photo-your_full.json,1,19.08,List 10 personalized photo mugs for gifts from Etsy,https://www.etsy.com/search?q=List+10+personalized+photo+mugs+for+gifts+from+Etsy&explicit=1&location_query=US&ship_to=US
2025-12-17 19:01:08,SEO,List_10_personalized_photo_mugs_for_gifts_from_Ets,5,https://www.etsy.com/listing/4332832057/custom-photo-mug-with-text-personalized,https___www_etsy_com_listing_4332832057_custom-photo-mug-with-text-personalized,success,outputs_etsy_final_2/List_10_personalized_photo_mugs_for_gifts_from_Ets/https___www_etsy_com_listing_4332832057_custom-photo-mug-with-text-personalized.md,outputs_etsy_final_2/List_10_personalized_photo_mugs_for_gifts_from_Ets/https___www_etsy_com_listing_4332832057_custom-photo-mug-with-text-personalized.html,outputs_etsy_final_2/List_10_personalized_photo_mugs_for_gifts_from_Ets/https___www_etsy_com_listing_4332832057_custom-photo-mug-with-text-personalized_full.json,1,19.96,List 10 personalized photo mugs for gifts from Etsy,https://www.etsy.com/search?q=List+10+personalized+photo+mugs+for+gifts+from+Etsy&explicit=1&location_query=US&ship_to=US
2025-12-17 19:01:21,SEO,List_10_personalized_photo_mugs_for_gifts_from_Ets,6,https://www.etsy.com/listing/1167352206/personalized-photo-coffee-mug-birthday,https___www_etsy_com_listing_1167352206_personalized-photo-coffee-mug-birthday,success,outputs_etsy_final_2/List_10_personalized_photo_mugs_for_gifts_from_Ets/https___www_etsy_com_listing_1167352206_personalized-photo-coffee-mug-birthday.md,outputs_etsy_final_2/List_10_personalized_photo_mugs_for_gifts_from_Ets/https___www_etsy_com_listing_1167352206_personalized-photo-coffee-mug-birthday.html,outputs_etsy_final_2/List_10_personalized_photo_mugs_for_gifts_from_Ets/https___www_etsy_com_listing_1167352206_personalized-photo-coffee-mug-birthday_full.json,1,12.1,List 10 personalized photo mugs for gifts from Etsy,https://www.etsy.com/search?q=List+10+personalized+photo+mugs+for+gifts+from+Etsy&explicit=1&location_query=US&ship_to=US
2025-12-17 19:01:44,SEO,List_10_personalized_photo_mugs_for_gifts_from_Ets,7,https://www.etsy.com/listing/1810415825/personalized-coffee-mug-custom-mug-photo,https___www_etsy_com_listing_1810415825_personalized-coffee-mug-custom-mug-photo,success,outputs_etsy_final_2/List_10_personalized_photo_mugs_for_gifts_from_Ets/https___www_etsy_com_listing_1810415825_personalized-coffee-mug-custom-mug-photo.md,outputs_etsy_final_2/List_10_personalized_photo_mugs_for_gifts_from_Ets/https___www_etsy_com_listing_1810415825_personalized-coffee-mug-custom-mug-photo.html,outputs_etsy_final_2/List_10_personalized_photo_mugs_for_gifts_from_Ets/https___www_etsy_com_listing_1810415825_personalized-coffee-mug-custom-mug-photo_full.json,1,22.12,List 10 personalized photo mugs for gifts from Etsy,https://www.etsy.com/search?q=List+10+personalized+photo+mugs+for+gifts+from+Etsy&explicit=1&location_query=US&ship_to=US
2025-12-17 19:02:04,SEO,List_10_personalized_photo_mugs_for_gifts_from_Ets,8,https://www.etsy.com/listing/1718571494/15-oz-double-sided-custom-photo-coffee,https___www_etsy_com_listing_1718571494_15-oz-double-sided-custom-photo-coffee,success,outputs_etsy_final_2/List_10_personalized_photo_mugs_for_gifts_from_Ets/https___www_etsy_com_listing_1718571494_15-oz-double-sided-custom-photo-coffee.md,outputs_etsy_final_2/List_10_personalized_photo_mugs_for_gifts_from_Ets/https___www_etsy_com_listing_1718571494_15-oz-double-sided-custom-photo-coffee.html,outputs_etsy_final_2/List_10_personalized_photo_mugs_for_gifts_from_Ets/https___www_etsy_com_listing_1718571494_15-oz-double-sided-custom-photo-coffee_full.json,1,19.18,List 10 personalized photo mugs for gifts from Etsy,https://www.etsy.com/search?q=List+10+personalized+photo+mugs+for+gifts+from+Etsy&explicit=1&location_query=US&ship_to=US
2025-12-17 19:02:36,SEO,List_10_personalized_photo_mugs_for_gifts_from_Ets,9,https://www.etsy.com/listing/680045329/custom-mug-personalized-photo-text,https___www_etsy_com_listing_680045329_custom-mug-personalized-photo-text,success,outputs_etsy_final_2/List_10_personalized_photo_mugs_for_gifts_from_Ets/https___www_etsy_com_listing_680045329_custom-mug-personalized-photo-text.md,outputs_etsy_final_2/List_10_personalized_photo_mugs_for_gifts_from_Ets/https___www_etsy_com_listing_680045329_custom-mug-personalized-photo-text.html,outputs_etsy_final_2/List_10_personalized_photo_mugs_for_gifts_from_Ets/https___www_etsy_com_listing_680045329_custom-mug-personalized-photo-text_full.json,1,30.48,List 10 personalized photo mugs for gifts from Etsy,https://www.etsy.com/search?q=List+10+personalized+photo+mugs+for+gifts+from+Etsy&explicit=1&location_query=US&ship_to=US
2025-12-17 19:02:59,SEO,List_10_personalized_photo_mugs_for_gifts_from_Ets,10,https://www.etsy.com/listing/4335300144/custom-photo-collage-mug-personalized,https___www_etsy_com_listing_4335300144_custom-photo-collage-mug-personalized,success,outputs_etsy_final_2/List_10_personalized_photo_mugs_for_gifts_from_Ets/https___www_etsy_com_listing_4335300144_custom-photo-collage-mug-personalized.md,outputs_etsy_final_2/List_10_personalized_photo_mugs_for_gifts_from_Ets/https___www_etsy_com_listing_4335300144_custom-photo-collage-mug-personalized.html,outputs_etsy_final_2/List_10_personalized_photo_mugs_for_gifts_from_Ets/https___www_etsy_com_listing_4335300144_custom-photo-collage-mug-personalized_full.json,1,22.44,List 10 personalized photo mugs for gifts from Etsy,https://www.etsy.com/search?q=List+10+personalized+photo+mugs+for+gifts+from+Etsy&explicit=1&location_query=US&ship_to=US
2025-12-17 19:03:15,SEO,Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy,1,https://www.etsy.com/listing/1711821132/funny-coffee-mug-i-came-i-saw-i-forgot,https___www_etsy_com_listing_1711821132_funny-coffee-mug-i-came-i-saw-i-forgot,success,outputs_etsy_final_2/Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy/https___www_etsy_com_listing_1711821132_funny-coffee-mug-i-came-i-saw-i-forgot.md,outputs_etsy_final_2/Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy/https___www_etsy_com_listing_1711821132_funny-coffee-mug-i-came-i-saw-i-forgot.html,outputs_etsy_final_2/Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy/https___www_etsy_com_listing_1711821132_funny-coffee-mug-i-came-i-saw-i-forgot_full.json,1,12.84,Find 10 aesthetic mugs with lids under $30 on Etsy,https://www.etsy.com/search?q=Find+10+aesthetic+mugs+with+lids+under+$30+on+Etsy&explicit=1&location_query=US&ship_to=US
2025-12-17 19:03:36,SEO,Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy,2,https://www.etsy.com/listing/1866541581/personalized-daily-affirmations-coffee,https___www_etsy_com_listing_1866541581_personalized-daily-affirmations-coffee,success,outputs_etsy_final_2/Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy/https___www_etsy_com_listing_1866541581_personalized-daily-affirmations-coffee.md,outputs_etsy_final_2/Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy/https___www_etsy_com_listing_1866541581_personalized-daily-affirmations-coffee.html,outputs_etsy_final_2/Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy/https___www_etsy_com_listing_1866541581_personalized-daily-affirmations-coffee_full.json,1,19.59,Find 10 aesthetic mugs with lids under $30 on Etsy,https://www.etsy.com/search?q=Find+10+aesthetic+mugs+with+lids+under+$30+on+Etsy&explicit=1&location_query=US&ship_to=US
2025-12-17 19:03:56,SEO,Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy,3,https://www.etsy.com/listing/4408296827/stained-glass-style-floral-bookshelf-mug,https___www_etsy_com_listing_4408296827_stained-glass-style-floral-bookshelf-mug,success,outputs_etsy_final_2/Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy/https___www_etsy_com_listing_4408296827_stained-glass-style-floral-bookshelf-mug.md,outputs_etsy_final_2/Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy/https___www_etsy_com_listing_4408296827_stained-glass-style-floral-bookshelf-mug.html,outputs_etsy_final_2/Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy/https___www_etsy_com_listing_4408296827_stained-glass-style-floral-bookshelf-mug_full.json,1,19.47,Find 10 aesthetic mugs with lids under $30 on Etsy,https://www.etsy.com/search?q=Find+10+aesthetic+mugs+with+lids+under+$30+on+Etsy&explicit=1&location_query=US&ship_to=US
2025-12-17 19:04:20,SEO,Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy,4,https://www.etsy.com/listing/1602649945/weeds-and-flowers-insulated-coffee-mug,https___www_etsy_com_listing_1602649945_weeds-and-flowers-insulated-coffee-mug,success,outputs_etsy_final_2/Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy/https___www_etsy_com_listing_1602649945_weeds-and-flowers-insulated-coffee-mug.md,outputs_etsy_final_2/Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy/https___www_etsy_com_listing_1602649945_weeds-and-flowers-insulated-coffee-mug.html,outputs_etsy_final_2/Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy/https___www_etsy_com_listing_1602649945_weeds-and-flowers-insulated-coffee-mug_full.json,1,23.09,Find 10 aesthetic mugs with lids under $30 on Etsy,https://www.etsy.com/search?q=Find+10+aesthetic+mugs+with+lids+under+$30+on+Etsy&explicit=1&location_query=US&ship_to=US
2025-12-17 19:04:44,SEO,Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy,5,https://www.etsy.com/listing/1858817931/work-forecast-coffee-mug-funny-coworker,https___www_etsy_com_listing_1858817931_work-forecast-coffee-mug-funny-coworker,success,outputs_etsy_final_2/Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy/https___www_etsy_com_listing_1858817931_work-forecast-coffee-mug-funny-coworker.md,outputs_etsy_final_2/Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy/https___www_etsy_com_listing_1858817931_work-forecast-coffee-mug-funny-coworker.html,outputs_etsy_final_2/Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy/https___www_etsy_com_listing_1858817931_work-forecast-coffee-mug-funny-coworker_full.json,1,22.37,Find 10 aesthetic mugs with lids under $30 on Etsy,https://www.etsy.com/search?q=Find+10+aesthetic+mugs+with+lids+under+$30+on+Etsy&explicit=1&location_query=US&ship_to=US
2025-12-17 19:05:10,SEO,Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy,6,https://www.etsy.com/listing/4301460123/stained-glass-print-tulip-mug-floral-art,https___www_etsy_com_listing_4301460123_stained-glass-print-tulip-mug-floral-art,success,outputs_etsy_final_2/Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy/https___www_etsy_com_listing_4301460123_stained-glass-print-tulip-mug-floral-art.md,outputs_etsy_final_2/Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy/https___www_etsy_com_listing_4301460123_stained-glass-print-tulip-mug-floral-art.html,outputs_etsy_final_2/Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy/https___www_etsy_com_listing_4301460123_stained-glass-print-tulip-mug-floral-art_full.json,1,25.51,Find 10 aesthetic mugs with lids under $30 on Etsy,https://www.etsy.com/search?q=Find+10+aesthetic+mugs+with+lids+under+$30+on+Etsy&explicit=1&location_query=US&ship_to=US
2025-12-17 19:05:30,SEO,Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy,7,https://www.etsy.com/listing/4301637335/cute-tiny-flowers-coffee-tea-mug-cup-13,https___www_etsy_com_listing_4301637335_cute-tiny-flowers-coffee-tea-mug-cup-13,success,outputs_etsy_final_2/Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy/https___www_etsy_com_listing_4301637335_cute-tiny-flowers-coffee-tea-mug-cup-13.md,outputs_etsy_final_2/Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy/https___www_etsy_com_listing_4301637335_cute-tiny-flowers-coffee-tea-mug-cup-13.html,outputs_etsy_final_2/Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy/https___www_etsy_com_listing_4301637335_cute-tiny-flowers-coffee-tea-mug-cup-13_full.json,1,19.38,Find 10 aesthetic mugs with lids under $30 on Etsy,https://www.etsy.com/search?q=Find+10+aesthetic+mugs+with+lids+under+$30+on+Etsy&explicit=1&location_query=US&ship_to=US
2025-12-17 19:05:58,SEO,Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy,8,https://www.etsy.com/listing/4361735426/personalized-engraved-12oz-insulated,https___www_etsy_com_listing_4361735426_personalized-engraved-12oz-insulated,success,outputs_etsy_final_2/Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy/https___www_etsy_com_listing_4361735426_personalized-engraved-12oz-insulated.md,outputs_etsy_final_2/Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy/https___www_etsy_com_listing_4361735426_personalized-engraved-12oz-insulated.html,outputs_etsy_final_2/Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy/https___www_etsy_com_listing_4361735426_personalized-engraved-12oz-insulated_full.json,1,26.68,Find 10 aesthetic mugs with lids under $30 on Etsy,https://www.etsy.com/search?q=Find+10+aesthetic+mugs+with+lids+under+$30+on+Etsy&explicit=1&location_query=US&ship_to=US
2025-12-17 19:06:27,SEO,Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy,9,https://www.etsy.com/listing/1903768115/custom-insulated-floral-coffee-mug-10oz,https___www_etsy_com_listing_1903768115_custom-insulated-floral-coffee-mug-10oz,success,outputs_etsy_final_2/Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy/https___www_etsy_com_listing_1903768115_custom-insulated-floral-coffee-mug-10oz.md,outputs_etsy_final_2/Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy/https___www_etsy_com_listing_1903768115_custom-insulated-floral-coffee-mug-10oz.html,outputs_etsy_final_2/Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy/https___www_etsy_com_listing_1903768115_custom-insulated-floral-coffee-mug-10oz_full.json,1,28.15,Find 10 aesthetic mugs with lids under $30 on Etsy,https://www.etsy.com/search?q=Find+10+aesthetic+mugs+with+lids+under+$30+on+Etsy&explicit=1&location_query=US&ship_to=US
2025-12-17 19:06:51,SEO,Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy,10,https://www.etsy.com/listing/1790155148/personalized-handmade-ceramic-mug-gift,https___www_etsy_com_listing_1790155148_personalized-handmade-ceramic-mug-gift,success,outputs_etsy_final_2/Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy/https___www_etsy_com_listing_1790155148_personalized-handmade-ceramic-mug-gift.md,outputs_etsy_final_2/Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy/https___www_etsy_com_listing_1790155148_personalized-handmade-ceramic-mug-gift.html,outputs_etsy_final_2/Find_10_aesthetic_mugs_with_lids_under__30_on_Etsy/https___www_etsy_com_listing_1790155148_personalized-handmade-ceramic-mug-gift_full.json,1,22.18,Find 10 aesthetic mugs with lids under $30 on Etsy,https://www.etsy.com/search?q=Find+10+aesthetic+mugs+with+lids+under+$30+on+Etsy&explicit=1&location_query=US&ship_to=US
